102759869137317532756989468637396094594;"Supreme Victors";"sv";"VS Seeker";140;Uncommon;http://tcgplayer.com/product/90427/pokemon-supreme-victors-vs-seeker?xid=pi1038b60a-1d42-4215-8342-ab15427a91ed&page=1;None
24870350746513032671570415229229039166;"Supreme Victors";"sv";"Bulbasaur";93;Common;http://tcgplayer.com/product/84035/pokemon-supreme-victors-bulbasaur?xid=pi1038b60a-1d42-4215-8342-ab15427a91ed&page=1;None
113002185505077979289474218145822729603;"Supreme Victors";"sv";"Raichu";77;Uncommon;http://tcgplayer.com/product/88515/pokemon-supreme-victors-raichu?xid=pi1038b60a-1d42-4215-8342-ab15427a91ed&page=1;None
318714607191157502291369618055954799023;"Supreme Victors";"sv";"Staraptor FB";11;Holo Rare;http://tcgplayer.com/product/89511/pokemon-supreme-victors-staraptor-fb?xid=pi1038b60a-1d42-4215-8342-ab15427a91ed&page=1;None
308995045788302958403715112831058855020;"Supreme Victors";"sv";"Ivysaur";62;Uncommon;http://tcgplayer.com/product/86303/pokemon-supreme-victors-ivysaur?xid=pi1038b60a-1d42-4215-8342-ab15427a91ed&page=1;None
296470140877146321621759571546864880266;"Supreme Victors";"sv";"Blaziken FB Lv.X";142;Ultra Rare;http://tcgplayer.com/product/83915/pokemon-supreme-victors-blaziken-fb-lvx?xid=pi1038b60a-1d42-4215-8342-ab15427a91ed&page=1;None
269165319679238787565248341522651529193;"Supreme Victors";"sv";"Cherrim";55;Uncommon;http://tcgplayer.com/product/84254/pokemon-supreme-victors-cherrim?xid=pi1038b60a-1d42-4215-8342-ab15427a91ed&page=1;None
282180392745356911315348775387631781640;"Supreme Victors";"sv";"Dewgong";24;Rare;http://tcgplayer.com/product/84791/pokemon-supreme-victors-dewgong?xid=pi1038b60a-1d42-4215-8342-ab15427a91ed&page=1;None
93148077936171257473436317064326307101;"Supreme Victors";"sv";"Nincada";117;Common;http://tcgplayer.com/product/87761/pokemon-supreme-victors-nincada?xid=pi1038b60a-1d42-4215-8342-ab15427a91ed&page=1;None
223473966400886789866999186220143162468;"Supreme Victors";"sv";"Staravia";85;Uncommon;http://tcgplayer.com/product/89517/pokemon-supreme-victors-staravia?xid=pi1038b60a-1d42-4215-8342-ab15427a91ed&page=1;None
121210416052913465800733535169295000134;"Supreme Victors";"sv";"Starly";129;Common;http://tcgplayer.com/product/89525/pokemon-supreme-victors-starly?xid=pi1038b60a-1d42-4215-8342-ab15427a91ed&page=1;None
49342927694232840155224444883325669321;"Supreme Victors";"sv";"Primeape";39;Rare;http://tcgplayer.com/product/88364/pokemon-supreme-victors-primeape?xid=pi1038b60a-1d42-4215-8342-ab15427a91ed&page=1;None
222783350089591966136577582063526151999;"Supreme Victors";"sv";"Rhyhorn";122;Common;http://tcgplayer.com/product/88743/pokemon-supreme-victors-rhyhorn?xid=pi1038b60a-1d42-4215-8342-ab15427a91ed&page=1;None
144102755954938262478113317424549059190;"Supreme Victors";"sv";"Absol G Lv.X";141;Ultra Rare;http://tcgplayer.com/product/83458/pokemon-supreme-victors-absol-g-lvx?xid=pi1038b60a-1d42-4215-8342-ab15427a91ed&page=1;None
251965822593523542752410065304293578167;"Supreme Victors";"sv";"Rayquaza C";8;Holo Rare;http://tcgplayer.com/product/88639/pokemon-supreme-victors-rayquaza-c?xid=pi1038b60a-1d42-4215-8342-ab15427a91ed&page=1;None
180474850426242426493069554391563457045;"Supreme Victors";"sv";"Metagross";7;Holo Rare;http://tcgplayer.com/product/87339/pokemon-supreme-victors-metagross?xid=pi1038b60a-1d42-4215-8342-ab15427a91ed&page=1;None
227417762019529726065929355008502705783;"Supreme Victors";"sv";"Roserade C";40;Rare;http://tcgplayer.com/product/88833/pokemon-supreme-victors-roserade-c?xid=pi1038b60a-1d42-4215-8342-ab15427a91ed&page=1;None
230006839780830310759367371873027695941;"Supreme Victors";"sv";"Cynthia's Guidance";136;Uncommon;http://tcgplayer.com/product/84556/pokemon-supreme-victors-cynthias-guidance?xid=pi1038b60a-1d42-4215-8342-ab15427a91ed&page=1;None
290371662857786763208957158244516037136;"Supreme Victors";"sv";"Rhyperior";10;Holo Rare;http://tcgplayer.com/product/88746/pokemon-supreme-victors-rhyperior?xid=pi1038b60a-1d42-4215-8342-ab15427a91ed&page=1;None
203418830895158873644402147009329803663;"Supreme Victors";"sv";"Charizard G Lv.X";143;Ultra Rare;http://tcgplayer.com/product/84201/pokemon-supreme-victors-charizard-g-lvx?xid=pi1038b60a-1d42-4215-8342-ab15427a91ed&page=1;None
302282057295656175845276553166170854803;"Supreme Victors";"sv";"Sableye G";41;Rare;http://tcgplayer.com/product/88859/pokemon-supreme-victors-sableye-g?xid=pi1038b60a-1d42-4215-8342-ab15427a91ed&page=1;None
11528787812069206783587471880807401314;"Supreme Victors";"sv";"Bidoof";91;Common;http://tcgplayer.com/product/83828/pokemon-supreme-victors-bidoof?xid=pi1038b60a-1d42-4215-8342-ab15427a91ed&page=1;None
197916372842551637497417284596120043453;"Supreme Victors";"sv";"Mudkip";116;Common;http://tcgplayer.com/product/87615/pokemon-supreme-victors-mudkip?xid=pi1038b60a-1d42-4215-8342-ab15427a91ed&page=1;None
302774751388177468574374948509384970539;"Supreme Victors";"sv";"Arcanine G";15;Rare;http://tcgplayer.com/product/83591/pokemon-supreme-victors-arcanine-g?xid=pi1038b60a-1d42-4215-8342-ab15427a91ed&page=1;None
